Month,Year,Review,Rating,Platform
January,2018,"I was down yesterday visiting my grandparents and my grandma recommended I try this place for lunch. She knows I love my Italian delis. Anyway, I walk in and this place is rather large and gives off the feel of a supermarket. Now I loved how you order. Basically the same as a Wawa where you go to a kiosk and just pick and choose what you want. I don't mind that at all. But I was disappointed that the way the sandwich was prepared is just like Wawa where they are just stuffing the ingredients in. I'll give it to them-the quality of the fresh mozzarella and the meats were dynamite. Everything was fresh. But when you take a bite of a sandwich you want to taste all the ingredients in each bite and you don't want stuff flying out. Unfortunately, that's what happened with how the sandwich was prepared. All the employees were super nice and attentive. Overall this was a great recommendation and I definitely will be going back to try again.",4,Yelp
December,2018,Great market in the area. Other than La Stalla market in Newtown you can't get anything like this. Love that everything is Authentic & good quality.,5,Yelp
December,2018,"My review is only based on their tomato pie. It was ok. I did not like the fermented tomato sauce and the thick doughy dough. The sauce tasted bland with a fermented flavor that did not impress. I brought the pie to a party of not very picky people and most people liked it but did not seem to love it. People ate it but did not comment much about it. The price was fair for a full sheet. Overall, I prefer the Warminster store because it's a more authentic Italian style market.",3,Yelp
December,2018,I have never tasted such a fantastic premade pizza. I was expecting a typical cardboard tasting dried cheese no flavor experience and could not believe how good it was.  The margarita pizza with fresh tomatoes was excellent and the spinach pizza was my wife's favorite.,5,Yelp
November,2018,"I have been here a few times and I still prefer the Warminster location. This is bigger but it is always crowded. Went during the afternoon and there were so many people in line for the deli/prepared foods and only two workers. There was a whole crowd of us and there were no number tickets so they just kept saying next but it's honestly an awful system judging who was being helped who was next, etc. I do like that they have the ordering kiosks for hot food. I was worried though because mine didn't print a ticket to pay for my food but everyone ahead of me had pre-paid. I think they need to re-work some areas of the store and not just depend upon the fact that people like it here and they have decent goods because it's not the most  easiest or pleasant place to shop.",3,Yelp
October,2018,"Love this place! Altomonte's has so many offerings. They make the best Italian hoagies in the area and have a hot bar, soups, sushi, pizza, salads, snacks, and tons of different of ready to go meals. The bakery is amazing as well - Cannolis are top notch! Try the parmesan chicken wings. We stop here once a week to pick up fresh baked bread, meat, produce and frozen foods. There are tables to eat at both inside and outside. Best Italian market in the area!",5,Yelp
October,2018,"Italian subs/hoagies are one of my favorite foods, and Altomontes makes the best Italian sub I've ever had. The rolls are delicious. The meat is top-notch and there's plenty of it. Everything about this sandwich is perfect. This is the platonic ideal of sandwiches. I know I've gone a little overboard, but I just feel so emotional about this sandwich. It's so good that it makes me want to cry.",5,Yelp
September,2018,1st and last visit. I ordered a turkey hoagie and it was truly one of the worst hoagies I have ever had. The roll was hard and stale. I was looking forward to enjoying a high quality turkey meat and the turkey was terrible. I've had a better hoagie from Wawa! I also purchased a cannoli cup cake and 3 cookies and all were stale and over priced. I couldn't even eat them and they went right in the trash. In addition I purchased 1 sfogliatelle and came home to find out I was charged $5.98 for it! Absolutely ridiculous!! This was an extremely disappointing experience. Poor quality. High prices. Don't believe all the hype!,1,Yelp
September,2018,"One could not dream up a more perfect Italian Market. They got a everything! Tomato Pie station, Hot Bar, Cold Bar, Meats, Curred Meats, Fresh Mozz, every other cheese imaginable, Bakery for alllll the great breads, Dessert Bar, Grab and Go galores SOUP! Aisles of all your jarred, canned Italian condiment and cooking needs The one thing you mustn't leave without taking home with you, their Garlic Bread Spread. It seriously makes me want to eat garlic bread every. single. day.",5,Yelp
March,2018,Excellent food and service. Tomato pie is the best. Soups are excellent. Love going to the market and getting exactly what I need for a fantastic meal. Bravo!!!,5,Yelp
February,2018,"a little expensive but good quality food . love the meats ,cheese and breads there. stop in frequently to get a slice of  tomato pie at check out .",4,Yelp
January,2018,Always greeted with a smile. Wonderful Authentic Choices. Good Cafe and Ready to Eats! Sushi is delicious.,5,Yelp
January,2018,"I LOVE this place! So many choices, it's overwhelming in a GOOD way! Produce, baked goods, grocery, deli, fresh meat and poultry, cheeses- frozen and fresh cases- soups you name it! All quality food. Happy it that this location is so close!",5,Yelp
January,2018,"Fabulous Fav. This is the place. When I get old, I need to move near here, so I can walk there and enjoy my golden years in food.  And make the most of the friendly staff. This was my 2nd time visit.  But first real look around.  Wow. When I had questions about best favs for gifting -  I was introduced to Maria (maker of gift bags/crates).  She was loaded with suggestions and the reasons behind them.  Also advice, on seasonal finds, best odd, and even shipping suggestions, (not to pick glass items no matter how unusually cute; tins and bottled items here are unique and collectible.) Great Finds. Tiramisu was taste-a-luscious.  Pignoli, divine.  Alfredo sauce better than mine.  They provide it in fridge-fresh and freezer.  They have spumoni, and also tough to find hazelnut filling and pistachio filling in jars. Flavored balsamic glaze. All types of vinegar, oils, sauces, cheeses.  Heavenly picks.Service Friendly. I ran to car to get my bags and Betsy (at register), waited for me.  Then I left my extra money in car and she was never ""put out"", about it;  Always friendly.  Called and talked to manager about what I thought was a cost discrepancy.  We had a few laughs, (Mike).  It was startlingly one of my more favored shopping experiences.   Amazing for self shopping. For gifts. For an Italian home like experience that Olive Garden says they have but it's just words.  Here.  It feels homey. Here, your tastebuds throw a party, the minute you get in the door, and everybody is ready to join you in the five star five senses experience.  Brava.",5,Yelp
December,2017,"It's a pretty store.  Lots of employees.  (Friendly once you get their attention from each other) I love the desserts and deli sections.  *The food is really bland*  But I like bland food.  I think they try to sell organic/local stuff, but I don't see much evidence to that. There aren't a lot of places like this around these here parts, so I like the experience of shopping here.",4,Yelp
December,2017,This is a great place to get real Italian food in Pennsylvania. The squid salad is delicious.  Plus it has Italian pastry and a hot bar that also has Italian food on it.  It also has a delicious 7 Fish salad for Christmas Eve.,5,Yelp
November,2017,This is a great place to get real Italian food in Pennsylvania. The squid salad is delicious.  Plus it has Italian pastry and a hot bar that also has Italian food on it.,5,Yelp
September,2017,"This is a unique shopping experience but very limited to the Italian persuasion. Some products are priced very high, others are slightly above average. Definitely has a real authentic feel of a speciality store hosting a lot of non-traditional food products. Butcher shop is average and not really special. Artisan breads are very limited and runs out quickly, get there early. Reason for the 2 stars, staff, especially the cashiers, rude and not personable what so ever. If you want to experience what we have experienced, go through Nancy's line when you check out. You will love her disinterest and complete lack of customer service. Beware she is a real tiger and will bite you if you ask her any questions!!! Otherwise, they do have great pre-made entrees that are excellent and I highly recommend",2,Yelp
September,2017,"Looking for a quick lunch coming back from NJ and ""Yelped"". The reviews are spot on. A great spot, authentic and lunches are a great value. The food market part of the complex draws you in right away, looks appealing and smells wonderful. The dining area was busy with a diverse group of mostly guys. Hot sandwiches we ordered were delicious. Everyone else's looked just as good",5,Yelp
August,2017,Stopped by for sandwiches. The roll was amazing and it's packed with meat. You can also shop their market for dinner while you wait for lunch. The price was good and our large sandwiches were fresh and great tasting. I had a chicken salad loaded with hot peppers and my husband had an Italian sub with extra meat - yum.,5,Yelp
June,2017,"Love the expanded take out food offerings, Italian treats and specialty foods. Simply the best Italian market and prepared foods in Doylestown. Parking is great too!",1,Yelp
June,2017,"I'd heard so much about this place I needed to stop in.  I wasn't in the mood to cook so I purchased several items.  This is cafeteria food at best.  I found the food to be bland, not fresh and not made well.  I'm still shaking my head as to why anyone goes here.  The only thing I can attribute it to is people are so busy and don't have time to cook.  I won't go back!",1,Yelp
June,2017,"LOVE this place!  Great, fresh made Italian food.  Tastes just like being back home with my Italian family :) Their meatballs are really good, as are many of their hoagies.  I also really enjoy their pasta e fagoli soup.  So easy and quick to order sandwiches as they have touch kiosks in front of their deli where the sandwiches are made. I also really enjoy their cookies.  They sell a variety of cookies in a box and also by the pound and they are really very good.  Their variety box is what you would think of as your typical ""Italian cookies"" but surprisingly, these ones are actually DELICIOUS! If you buy the by the pound cookies, I highly recommend the ricotta cookies.  I devoured the few I bought in the car on the way home-they didn't even make it back with me! I really hope I can try their pizza soon-it looks amazing and it seems freshly made! Definitely recommend checking this place out-or their other store in Warminster!",5,Yelp
June,2017,"Great food, People are Awesome. Take out prepared food or eat in there. Also can grab All types of items for the home.  Love their Meatballs and meat products. I go for their ""Hoagies"" love the bread and freshness of it all.",5,Yelp
June,2017,"They close so early, there is no way they can catch the working folk coming home. Not that they would be missing much. Everything is over priced. Frankly, its quite pretentious.",2,Yelp
May,2017,"Been here a few times now and we will keep coming back. Very convenient way to order sandwiches, etc with the touch screen kiosk (just like wawa). Food is made relatively fast as well. Their meatballs are amazing. They recently made the meatball madness finals hosted by 94 WIP. Their cheesesteaks and pizza is good as well. Looking forward to trying their other dishes!",5,Yelp
April,2017,"I want to express all my thankfulness to Ben, who works at Altomonte in Doylestown. He assisted me in a way that is very rare to find. I needed a specific product from Italy and he was very kind, professional in fulfilling my request. Thanks to him, I will come back in that store. Thanks Ben, you are the best!",5,Yelp
March,2017,"While I can't claim to love the steep prices, I see it as paying for quality. Because everything I get here is if top quality. Love the ground meat, especially the mix (pork/veal/beef) and the fresh baked roles are excellent. We go here at least every other week! Great stuff.",5,Yelp
February,2017,"I have patronized Altomontes since they were in a little store on County Line Road. I am a very discerning shopper and purchase most of my meat and chicken there. Their homemade pasta is excellent, as are their homemade salads and turkey breast in the deli area. Their ready made salads are in their refrigerated case and are fresh and great for healthy lunches. Their baked goods, that include ricotta cheese cookies and cannolis, are delicious. They bake their own bread which is also great. If you ever, ever have a problem, the owner is very responsive and will take care of you.  I now started buying fruit there as well, as strawberries were cheaper than Wegmans, and looked great. So if you want fresh food with no preservatives check it out. They are the best place around.  Whenever I need to buy a meal for someone who is home from the hospital, I always buy one of their family meals. Absolutely delicious!!",5,Yelp
January,2017,"We like buying certain things here.  The fresh chicken is better than the grocery store.  I like the pepper shooters, and generally the deli is good.Bottom line there are some things here that are better than the normal grocery store.  The prepared food is good but if you want better make it yourself.",4,Yelp
December,2016,"I don't know why I keep giving this place a shot. My third visit since the new location opened. We purchased a bunch of prepared food for dinner. The gnocchi in blush sauce was inedible, the sauce was bland and the gnocchi turned to paste in my mouth. The meatballs were just weird tasting and actually smelled horrible. Their marinara is more like salsa. The chocolate mousse tasted like the inside of a refrigerator and the cookies we bought were dry and flavorless. Once again Doylestown gets fooled. This place wouldn't last a week in Philadelphia, what a disappointment. Better option would be Lubertos.",1,Yelp
November,2016,First time there this evening charged me for a whole bunch of extras on my cheesesteak but they didn't put any one there. Highly disappointed. There chicken was pretty flavorless as well.,1,Yelp
November,2016,"This place is just horrible, the food my be good but the service is so bad good food can't save it. There is always a problem getting your order and more than half the time when you do finally get it,its not right anyway. I miss the old small store and will no longer bother even trying to go this new location.",1,Yelp
October,2016,I had their subs... and it was okay. Nothing outstanding.  I guess I was waiting for something else... they have a nice market and their meat market looks great. I purchased some chieken and i was not disappointed . It's worth the trip... but bring your wallet.... it's very pricey.,3,Yelp
September,2016,I can't say enough about this awesome market! The selection is outstanding and they have items I've never tried before! The staff is so helpful and kind. The pizza and hoagies are incredible!,5,Yelp
September,2016,"Since they opened their new location the quality has gone terribly downhill. I'm a local chef who spends good money for quality goods. Altamontes used to be one of my go tos. After a third bad experience which included uncooked bacon on a sloppily made turkey club to the rotten pork sausage I just attempted to cook for dinner, I will no longer be relying on quality ingredients from a past favorite to a present disaste",2,Yelp
August,2016,"Went to altomonte's new-ish location just recently and was kind of disappointed they had not done it better.  Don't get me wrong, I will return back and it was pretty cool but some things were just a little wacky. First of all, I thought they were going to have a really great ""italian style"" coffee and expresso bar; however, all I saw was a little coffee area that didn't really look like it was active or running. Bit disappointed in that 'cause I love me some cappuccino. Also, kind of strange for a store of that size was the drink selection.  Not great. They had an area of cold drink, but I expected niche italian drinks that I had never heard of and didn't see that. On another (kind of random note), I was up for a smoothie and they didn't have smoothies.  Not a huge deal, but to be honest I was kind of bummed out.  
Another thing- There was a bizarre woman there that would not let me alone about cheese.  I was looking at the cheese selection, which was quite impressive and she started literally harassing me about some random type of blue cheese.  It started with me telling her I'm not a fan of blue cheese and her literally going on for 5 minutes about the cheese and the awards that it had gotten.  I know a good amount about cheese and this lady seemed to have tried maybe 3 different kinds in her life. Leave me alone, lady!!  Made me pretty stressed out to be honest.   I do have to say that I like their deli section, even though it is a bit overpriced (what in the store isn't) and they have a nice, casual area to eat your food after you get it from the deli.",3,Yelp
August,2016,New location looks huge on the outside but it's actually for space behind the scenes...had a grilled chicken wrap that was out of this world... lemonade soda was also amazing...only complaint is what I've heard about the harsh management towards employees,3,Yelp
July,2016,I went to the Warminster location of this store and what a disappointment it was!  I had a dry roast beef sandwich which took 10 minutes to get.  The broccoli rabe salad was tasteless as was the cannoli.  The cannoli tasted like it was in the case for over a week!   Will not be returning ever!!,1,Yelp
June,2016,The manager on duty refunded the 2 chicken cheesesteaks that were dry and tasteless...we always love going to Altamonte's...so much good food.,5,Yelp
June,2016,"Altomonte's is one of my go-to places.   Most of the employees are friendly, courteous and helpful. Ah, but not the lady at the bakery/coffee bar. First, she hides behind the big bread case and pretends she does not see you.  When you finally do get her attention, she heaves a heavy sigh and waddles over with a big scowl on her face. When you tell her you want a pound of Italian cookies and begin to tell her how many of each variety you want, she ramps up the annoyance.  But, isn't this her JOB?  She then tries to put in more than what you asked for. At 13 to 14 bucks a pound, that's not nice!  So when you tell her to take back the extra half pound you don't want, she gets really huffy and practically throws your cookies in your face. If this had happened once, I wouldn't  complain. I would chalk it up to maybe she's having a bad day. But, no, every single time. I love Altomonte's cookies. They are my favorite hostess gift. Next time, tho, I am switching to flowers.",2,Yelp
May,2016,"Well I thought I felt spoiled when I go to Wegman's or Fresh Market, but Altomonte's is a cut above the rest. Aside from the warm and inviting decor, they have great selections of meats and brands that are high quality and sometimes gluten free also that you just can't find anywhere else. I don't make steak anymore at home unless I buy from here. I used to have a butcher shop down the street from my house growing up. For the longest time they always occupied the gold standard of meat in my mind. Altomontes meat is just as good and fresh, and if your a carnivore like me you know there is nothing like fresh meat. They also have some lovely chocolates you wont see anywhere else as well. The staff is all smiles and very helpful and friendly. There is also a nice little sit in area to eat, or relax. I love coming here whenever I want something extra flavorful or something prepared already.",5,Yelp
May,2016,"Stopped in with our daughter, son-in-law and the four grandchildren for lunch and to check out the grocery items/shopping.  We were not disappointed... what a difference from their previous location in Doylestown.  The building in very large, neat and nicely organized.  The selection of prepared foods in excellent, as is the lunchmeat/deli selections, cheese selections and grocery items ranging from pastas, olive oils, vinegars etc...  The Bakery Section is excellent as well.  We enjoyed our lunch selections that included Cheesesteaks, French Fries (both regular and curly), Meatball Sandwich, Grilled Cheese Sandwich.  The ordering kiosks are a little bit cumbersome and confusing but overall a good experience.  Plenty of seating and very nice that there is a small play section in the corner of the dining area to keep the little ones occupied.",4,Yelp
May,2016,"Update:  After speaking with Robin again who would not provide the compensation I requested, I called ""Mike"" an owner at the Warminster site. He said yes, they were absolutely wrong and would give me the $15 store credit when I return.  He suggested that customers with issues speak with one of the owners, Mike, Maria, Vince or Frances in the future. Mangia ! (FYI - fish smelling ravioli labeled as cheese was actually lobster. )",3,Yelp
May,2016,"The salads were good and the cheese, but the hoagies were very underwhelming with soggy rolls and very little meat. Very disappointed. After being long time customers at their other location, not sure I'll be back. I also ordered cannolis and a fruit tart and they were so jammed into one small box they were almost ruined. I questioned the bakery person as they were packaged and was given some snotty attitude that they'd be fine. They weren't. I am hoping these are just growing pains and Altomonte's will step up their game.",2,Yelp
May,2016,Beautiful interior and very spacious but HORRENDOUS customer service.  One minute after they closed (6:01 pm) we tried to place an order and a male staff member barked that they were closed.  Another staff member reluctantly helped us.   When she was putting the food items into a box she looked at another staff member and put her fingers to her head and pretended to shoot herself.  Extremely unprofessional and quite upsetting behavior.  It was our first time in the new location and we had planned to purchase food for a large party in a few weeks.  Most certainly will NOT be purchasing from Altomonte's again!,1,Yelp
May,2016,"Traveled 45 minutes to Altemontes new store on 4/6/16 at the suggestion of a local family member and purchased $85 worth of food - most frozen to be  brought home and served at a later date. Last night cooked the ""square medium cheese"" ravioli and placed the previously frozen marinara sauce over it to  serve for dinner.  Ravioli was mislabeled and was not cheese - instead was some type of brown product that smelled fishy - ? tuna. Smelled, looked and tasted horrible so I needed to throw the combined $15 worth of product out. Cereal for dinner. Called store manager this morning ""Robin"" who was nice, admitted that they've had some problems with mislabeling their frozen ravioli but she would not offer the $15 store credit I asked for, said that would have to go through the owner who was not in. ( Why is the owner of a new store not in at 8:45 AM on a Thursday?) I don't want to spend any more time on this and alerted manager that I would post on social media if we could not resolve the problem right then. She was not able to help and could not guarantee that she could even speak to an owner today. She suggested that I do what I needed to do. So, I'm here to report poor attention to detail and poor management if owner not on site and manager not empowered to resolve store errors.   In addition, wouldn't have mentioned it, but bakery area is average at best. Cannoli filling had a ""waxy"" aftertaste and apple pie looked and tasted similar to those served at my local Weis markets. I support small businesses, but won't be back to this one. Proceed with caution.",1,Yelp
May,2016,"Typically we give Altomonte's a hands-down 5 Stars...their quality of food, taste, portion size and value are all Great.",2,Yelp
March,2016,Nothing fabulous. Bland tasting sandwiches. Staff that moves at a snails pace. Sandwich ordering station without tape to print your order.,3,Yelp
March,2016,"Breakfast Sandwich review: Please note that Altomonte's offers many great things and this is only representative of the quality of their breakfast sandwich. I am from NJ originally and have yet to find a place that makes a great breakfast sandwich. I settle with McDonald's most times. But when the new Altomonte's location opened, I thought I'd give them a shot. I guess the fact that they open at 8:30 and not earlier would have been indicative of this being a bad idea. I ordered the 12"" porkroll, egg and cheese (I know, I'm a pig!). I watched them cook the porkroll and egg. Porkroll was on the griddle for MAYBE a minute and I didn't hear any sizzling, so I doubt it was that hot, before they put it on the egg mixture that was on the griddle as well. By the way, many local places seem to use some watered down egg mixture instead of cracking fresh eggs - this makes for a pale yellow, tasteless, wet, protien filled wash cloth, instead of rich, fluffy eggs. So, I got undercooked (granted pork roll can be eaten raw, but no one would dare) breakfast meat, bland eggs and honestly, the cheese was fine. The roll seemed to be not as good as what they typically sell either. I couldn't get through half of the sandwich before feeling like it was going to cause some adverse affects on my stomach, which it did anyway, about 30 min later. If you're going to charge 8 bucks for a sandwich that probably cost less than a dollar to make, it should be with fresh cracked, organic eggs. Also, I'm pretty sure that their porkroll isn't Taylor (from Trenton) either. Nevertheless, cooking the porkroll to a nice sear would be ideal. I think it also goes without saying that the roll should toasted for a minute or two under a broiler or on the griddle. I continue to make the best breakfast sandwiches in Central Bucks County so if anyone wants to have a try of mine let me know!",1,Yelp
March,2016,Great Italian deli and store. Very fresh food and a large variety. Some of the stuff is pricey though. I order lunch from this place about twice a week. The place is popular and busy. Their new location needs help! More staff. More cashiers. More people to assist the crowds of people their recent opening/advertising has drawn in. Pathetic to have to wait in line for 10-12 minutes because the lady moves at a snails pace.,2,Yelp
March,2016,"Wow what a store as we visited Altomonte's new location this weekend really impressive for the short amount of time it seemed to turn it into a store as such knowing it was previously as a car dealership. At first glance I noticed the sandwich area and could not help but be drawn to yes a Montague Pizza oven! Very rare to be seen as it is one of the ultimate & best pizza ovens out there beautiful all stainless with all bricks inside much superior to most of the fake wood fired pizza ovens that just put on a show. This oven can really hold its own to any type of baking! Of course they had my favorite tomato pie a thicker crust pizza (actually bread dough which takes a full day to make) the sauce was outstanding full of fresh flavor that made your taste buds go wow and I even kicked up a notch and got it with the fried long hots and it was only 9:00 am. It went perfect with my double shot of organic espresso. As I waited for my slice to be heated the kind young man informed me that more pizzas were to come as they were still waiting to perfect a more regular thinner crust pizza. He hinted at some special sauces and also a special cheese blend which would be fantastic and different than any other and also many more items would be making their debut once they had their chance to get more accustomed to their new home. Very understandable as knowing the food industry can be very demanding. I also grabbed a few stromboli in the grab and go case as they make for an easy quick meal or snack....the deluxe is my all time favorite. The young man stocking the case said they could not make them fast enough as they were selling out quickly. As I was waiting in the deli line getting my Prosciutto di San Daniele another hard to find authentic Italian specialty which is in my mind the best prosciutto in all of Italy I noticed a great variety of the Home Roasted deli meats which Altomonte's produces in house Roasted Turkey Breast, Roast Pork, Honey Baked Ham and the Roast Beef which I sampled and melted in your mouth with not the slightest taste of processing, all BEEF! Did I mention they also have another 4-5 various other prosciuttos! No one i can ever recall has that many outside of Italy. Culatello another WOW! It is also great that they offer other brands which should please all ages for any type sandwich or lunch! The butcher shop was perfect hanging dry aged beef, Piedmontese Beef, fresh lamb & veal I brought home Hot Italian Chicken Sausagewith fennel, Sausage with Provolone & Brocoli Rabe, Bracioli and the butcher shop meatballs .....perfect no need to make my own anymore. The pasta selection was fantastic the homemade type maccerhoni reminded me of the ones my Nonna used to make by hand every Sunday! You really don't see these everywhere. I could not resist another shot of the organic espresso and a Pistachio cream filled cornetto....it was like crack and may need to break in to fulfill my urge for another. The canolli were also off the charts!
One more compliment as I know the food industry is difficult and producing so many authentic Italian products is not easy but an outstanding job to all the staff on a job well done and cannot wait until you really settle into your new home and make it shine even more! Thank you for putting a great store into place for the many who really understand the work, attitude and love it takes to make a great business succeed with great customers who appreciate it!",5,Yelp
March,2016,"Heard lots of things about this place so my husband and I stopped in to shop. The place looks a lot bigger from the outside. They have a great selection of meats that are decently priced. For an itialian market I was expecting to find various items to buy in their grocery section but most of the items you could buy at your local grocery. Pros are their selection of cheese, prepared items in the freezer and mini food court! Everything looked and tasted great and the prepared meals are priced just right to feed a family of 4-5 for dinner. Oh...and their desserts! So many things I want but not enough calorie allowance in the week!",3,Yelp
March,2016,"New store looks fabulous inside. Very clean. Ordering a sandwich is now exactly like at WaWas -if you like the impersonal method of ordering and many people do, you will like it here.However if you like the family feel of the old location you will miss it as I do. I give it only three stars because I feel it has lost its charm. However the cheesesteak sandwich was very good.",3,Yelp
March,2016,"We visited Altomonte's new location this weekend and were a bit disappointed for several reasons. First of all, I was told by an Altomonte's employee months ago there was going to be a wood fired brick pizza oven making authentic, crip crust, authentic style pizzas. All I found was a standard steel pizza oven wiht no pizza in sight. The only thing they seem to be making is a Philadelphia style ""tomato pie""... essentially a thick, dense focaccia bread with bland tomato sauce on top--served cold. I think not offering an Italian style pizza is missing a big chance. Not everyone likes tomato pie. I was looking forward to stopping in once in a while for a sit down pizza lunch... it won't happen now. I was also disappointed to see their strombolis stored in the same manner as their old store.... in open front chiller cases. They keep SO much stock on the shelves that the turnover in this product must be so slow that what I've tasted goes sour tasting. I won't be buying anything from this display case. We were surprised to see SO many American and ""organic"" products taking up valuable shelf space. Heck... most imported Italian products are organic anyway. I don't need to see Neuman's Own stuff in an Italian specialty shop. We are also sad to see the small selection of Italian flours in such tiny poly bags. How about selling us 5-10 pound bags? There are a LOT of your customers that do their own baking, pizza and pasta making and would buy 000 and semolina flours in larger quantities. And once again, we don't want to come across brands we can find in any supermarket like Hodgson's Mill. There are TWO American cold cut brands--Boar's Head and Deitz and Watson. Of the two, I'd say Boar's head has the better selection of offerings for Italian customers... their Piccolo Prosciutto is very close to Speck. Deitz and Watzon has no place in an Italian deli. I would like to far more of a selection of imported and home made sausages and meats. The selection of pastas is very thin too. How about offering bulk pastas and rice and such, as is the trend in Europe? I would love to be able to buy large bags (or small, if that's all I need for a recipe) of risotto or special shaped pastas by the pound. The coffee bar isn't a real coffee bar. It might have been better placed up in the front where the tables are... along with the bakery. A stand up Italian style bar might have worked too. In the end, the bakery products are not very authentic. I grew up in an area with tons of Italian and German bakeries, both offerings loads of Italian bakery products. The cookies you offer are pretty bland tasting, the rainbow cookies don't look Italian at all, the biscotti look under cooked, and meager selection of cakes look all-American in style. Where are the fruit tortas? Where are the crustatas, cornettos and such? One more criticism... and I hope hope you take my critique to heart. I know Italian food! Your take-out hot dishes are bland and underseasoned and some of the meat products (like the meat lasagna) have a sour off taste. The stuffed pepper was undercooked (the pepper was crispy) and mushy-bland. Where are the spices? My wife's eggplant lasagna and it was amazingly bland and bitter. Eggplant skin should be removed (not all people like its bitterness) and the eggplants really need to be salted to draw out the bitterness. We've encountered this in your old shop and it continues in your new location.  Some recipes are not authentic Italian... or are (pardon me for saying it) are lesser grade family recipes passed down where perhaps they should have just been kept in the family. We were also sad to see American things like meat load clogging up the works, too. One more thing about the way your prepared foods are kept. There are two ways to keep food safe for sale in a business like yours.... either keep it very cold to prevent bacteria growth, or to keep it hot and ready to go, as in a steam table. We bought our prepared dishes for consumption at home and were surprised to find they were ICE COLD when we got them home (a 40 minute ride, btw). They should be HOT, kept in a steam table, ready to eat right in your table area up front. When eating there, I wouldn't appreciate they were cooked once, then chilled in your display case, only to be nuked in a microwave and re-heated. One more pet peeve... Your cheese should be out in the open on a cheese monger's display--open top display case with a dedicated person allowing tasting and cutting per order. Packaging in vacuum plastic has to go. Besides, I've had mold grow VERY fast on your cheeses in the past. Take this criticism kindly. We DO love your store, but see many faults. Perhaps there are too many hands stirring the pot. Perhaps you've always done things that way and would resist change for the better. We DO wish you well and will return as customers to by only select things. Good luck.",2,Yelp
February,2016,"Yum. Never had a bad meal or a bad canoli. Great service & food. About their frozen food, I have only tried their chicken parm and it was good..not great. They have a new place on Old Easton that includes an Italian market. I am excited! I can't wait to go.",4,Yelp
January,2016,"I got some Italian meats here for a party I was hosting and I was not disappointed! Everyone loved my charcuterie board, thanks to Altomonte's fresh meats! I'll be back to try some more of their Italian specialties.",5,Yelp
November,2015,"Don't love EVERY product, but most stuff is good, including their salads and wings. I'm glad they're upsizing. And catering is good, I loved their fruit and yogurt platter as a kid.",4,Yelp
January,2013,Best place in town by far!,5,Yelp
November,2015,"If you want a quality hoagie, homemade blush or vodka sauce, homemade pastas of every kind, and so many homemade sides you can count them, this is the place to go. We've been going here for many many years every time we visit Bucks County. They never disappoint!",5,Yelp
October,2015,Food is good but the prices on everything have gone up way too much over the past year.  Filet Mignon went up a few dollars a pound.  Prepared spaghetti and meatballs went up a few dollars as well.,3,Yelp
August,2015,"If you love Italian cookies you must get a box from Altomonte's bakery counter.  I just picked up a box for visiting guests and they are soooooooooooo good.  Just be careful because you can easily wind up eating many more than you should. I heard that the store is moving to a much larger space just down the road so I'm really looking forward to see what they will add to their offerings. I also found their prices for fresh vegetables, fruits and herbs the same if not less than the supermarket and I love supporting smaller local business.",5,Yelp
July,2015,"This place is a true gem.  I can't believe I didn't know about this for 4 of the 5 years I've lived around this area.  Inside is like a fairy-tale land of deliciousness.  I highly recommend their sandwiches, pasta , tomato pie, and cakes.",5,Yelp
July,2015,This is a great choice for real Italian ingredients in a place where there are few to be had. Their prices are good. The service is nice. I don't like ordering sandwiches from a kiosk like Wawa. And it doesn't work that well. Very worth while.,4,Yelp
July,2015,"This is a true Italian Deli.  They have a huge selection of hose made food, dressings etc.. I only stopped in for lunch so I only got to try the Italian Hoagie.  It was awesome.",5,Yelp
May,2015,"Yep, this place is the real deal. From oil to meats, they've got everything a good Italian could want. And if you start craving food while you're shopping, indulge and grab a chicken parmigiana sub from the deli - you won't be sorry. Everything here is high quality, and makes the ""world food"" section at Wegman's look like Pizza Hut.",5,Yelp
April,2015,"Good little Italian store.. wide variety of foods.. Homemade food is very good.. Service is good, does get busy at times.. The only downside, be wary of the rolls, sometimes they seem to be frozen leftovers..",3,Yelp
March,2015,Seraching for home made food? The chicken parm wrap that I recently ordered here was fantastic! Bought some broccoli rabe to add in and the flavor was second to none. Order ing on one of the two kiosks is a breeze. You can smell the freshness upon entering Altomonte's. Lots of fresh deli items and prepared foods .. Highly recommended.,5,Yelp
February,2015,"convenient location, high quality, excellent Italian market. prepared foods are a lifesaver:)",5,Yelp
August,2014,"Ordered 2 hoagies, the italian hoagie and a caprese with pesto. The rolls were super fresh and the homemade mozzarella was some of the best I'd ever had. Staff was super friendly! Would happily return to try more of their offerings.",5,Yelp
